"Description (English)","Description (français)","GSIN Description (English)","Description du NIBS (français)","GSIN Code/Code NIBS","Vendor Legal Name/Dénomination sociale du fournisseur","Vendor Operating Name/Nom commercial du fournisseur","End User","Utilisateur final","Start Date/Date de début","End Date/Date de fin","Delivery Point Code/Code du point de livraison","Delivery Point (English)","Point de livraison (français)","Agreement Type (English)","Type d'accord (français)","Standing Offer Number/Numéro d'accord"
"Meat - Poultry",Viande-Volaille,Subsistence,Vivres,N8905Z,"André Vaillancourt","Aliments H.A. Vaillancourt","Department of National Defence","Ministère de la défense nationale",2012-11-01,2013-01-31,QC,Québec,Québec,RISO,OCIR,W3380-11J034/009/QCR
"Bakery Products","Produits de boulangerie",Subsistence,Vivres,N8920Z,"Lanthier Bakery Ltd","Lanthier Bakery Ltd","Department of National Defence","Ministère de la défense nationale",2012-02-01,2013-01-31,QC,Québec,Québec,RISO,OCIR,W3380-11J035/001/QCR
"Dairy Products","Produits laitiers",Subsistence,Vivres,N8910Z,"Laiterie Chagnon Ltée","Laiterie Chagnon Ltée","Department of National Defence","Ministère de la défense nationale",2012-02-01,2013-01-31,QC,Québec,Québec,RISO,OCIR,W3380-11J037/001/QCR
"Fish and Seafood","Poisson et fruits de mer",Subsistence,Vivres,N8905ZA,"METRO RICHELIEU INC.","PÊCHERIES ATLANTIQUES","Department of National Defence","Ministère de la défense nationale",2012-11-01,2013-01-31,QC,Québec,Québec,RISO,OCIR,W3380-11J038/006/QCR
"Fish and Seafood","Poisson et fruits de mer",Subsistence,Vivres,N8905ZA,"SOMERLED FISH MARKET LTD","SOMERLED SEAFOODS","Department of National Defence","Ministère de la défense nationale",2012-11-01,2013-01-31,QC,Québec,Québec,RISO,OCIR,W3380-11J038/007/QCR
"Grocery Products","Produits d'épicerie",Subsistence,Vivres,N8920ZC,"GFS QUEBEC INC. / GFS QUEBEC INC.","GFS MONTREAL INC","Department of National Defence","Ministère de la défense nationale",2012-09-01,2013-02-28,QC,Québec,Québec,RISO,OCIR,W3380-11J042/004/QCR
"Grocery Products","Produits d'épicerie",Subsistence,Vivres,N8920ZC,"2717450 CANADA INC","LES ALIMENTS MARINA","Department of National Defence","Ministère de la défense nationale",2012-09-01,2013-02-28,QC,Québec,Québec,RISO,OCIR,W3380-11J042/005/QCR
"Grocery Products","Produits d'épicerie",Subsistence,Vivres,N8920ZC,"AOF Services Alimentaires Inc.","AOF Services Alimentaires Inc.","Department of National Defence","Ministère de la défense nationale",2012-09-01,2013-02-28,QC,Québec,Québec,RISO,OCIR,W3380-11J042/006/QCR
"Fresh fruit and vegetables","Fruits et légumes frais",Subsistence,Vivres,N8915Z,"2619-0645 QUEBEC INC","LES JARDINS QUATRE SAISONS","Department of National Defence","Ministère de la défense nationale",2013-01-03,2013-01-16,QC,Québec,Québec,RISO,OCIR,W3380-11J056/024/QCR
Eggs,Oeufs,Subsistence,Vivres,N8910ZD,"GFS QUEBEC INC. / GFS QUEBEC INC.","GFS MONTREAL INC","Department of National Defence","Ministère de la défense nationale",2012-12-01,2013-02-28,QC,Québec,Québec,RISO,OCIR,W3380-11J057/003/QCR
"Laundry and Dry Cleaning Services","Blanchissage et nettoyage à sec","Custodial Services","Services de garde",K108A,"Buanderie Villeray ltée","Buanderie Villeray ltée","Department of National Defence","Ministère de la défense nationale",2012-06-01,2013-03-31,QC,Québec,Québec,RISO,OCIR,W3380-11K013/001/MTB
"Reprographic services","Service reproduction sur papier","Special Industry Machinery","Machines pour industries spécialisées",N3610C,"Sisca Business Solutions Inc.","Sisca Business Solutions Inc.","Department of National Defence","Ministère de la défense nationale",2012-11-07,2014-11-06,QC,Québec,Québec,RISO,OCIR,W3380-11K017/001/MTA
"Kitchen Equipment","Équipement de cuisines","Food Preparation and Serving Equipment","Équipements pour la préparation et le service des aliments",JX7320,"Guitech Services Inc","Guitech Services Inc","Department of National Defence","Ministère de la défense nationale",2012-10-16,2013-03-31,QC,Québec,Québec,RISO,OCIR,W3380-11S708/001/MTA
"Locksmithing products","Produits de serrureries","Hardware and Abrasives","Quincaillerie et abrasifs",N5340L,"AGENCES W PELLETIER ( 1980 ) INC","QUINCAILLERIE DE SECURITE CANADA","Department of National Defence","Ministère de la défense nationale",2012-11-07,2014-10-31,QC,Québec,Québec,RISO,OCIR,W3380-12AM02/001/MTA
"Rotating Tires Service","Service de permutation de pneus","Vehicular Equipment Components","Composants et accessoires de véhicules",JX2530,"BRIDGESTONE CANADA INC.","GCR centre de pneus","Department of National Defence","Ministère de la défense nationale",2012-11-01,2014-10-31,QC,Québec,Québec,RISO,OCIR,W3380-12B200/001/MTA
Cheese,Fromage,Subsistence,Vivres,N8910ZA,"Les Aliments Chicoine Inc.","VIANDES SUPERIEURES ENR","Department of National Defence","Ministère de la défense nationale",2012-08-01,2013-01-31,QC,Québec,Québec,RISO,OCIR,W3380-12M006/001/QCR
"Ice Cream","Crème glacée",Subsistence,Vivres,N8910Z,"Laiterie Chagnon Ltée","Laiterie Chagnon Ltée","Department of National Defence","Ministère de la défense nationale",2012-08-01,2013-07-31,QC,Québec,Québec,RISO,OCIR,W3380-12M013/001/QCR
"Meal Baskets","Paniers repas",Subsistence,Vivres,N8970ZB,"CUISINE KARO INC","CUISINE KARO INC","Department of National Defence","Ministère de la défense nationale",2012-12-01,2013-11-30,QC,Québec,Québec,RISO,OCIR,W3380-12M021/001/QCR
"Miscellaneous Frozen Foods","Divers aliments congelés",Subsistence,Vivres,N8940ZN,"Les Aliments Chicoine Inc.","VIANDES SUPERIEURES ENR","Department of National Defence","Ministère de la défense nationale",2012-12-01,2013-05-31,QC,Québec,Québec,RISO,OCIR,W3380-12M022/001/QCR
"Miscellaneous Frozen Foods","Divers aliments congelés",Subsistence,Vivres,N8940ZN,"GFS QUEBEC INC. / GFS QUEBEC INC.","GFS MONTREAL INC","Department of National Defence","Ministère de la défense nationale",2012-12-01,2013-05-31,QC,Québec,Québec,RISO,OCIR,W3380-12M022/002/QCR
"Food & Accommodation Mont-Bénilde","Alimentation & Héb. Mont-Bénilde","Custodial Services","Services de garde",K199B,"F.E.C Mont-Bénilde","F.E.C Mont-Bénilde","Department of National Defence","Ministère de la défense nationale",2012-10-17,2013-06-16,QC,Québec,Québec,RISO,OCIR,W3380-12M023/001/QCN
"Aircraft Hoses & Accessories","Boyaux et accessoires des avions","Aircraft Components and Accessories","Composants et accessoires d'aéronefs",N1680,"Cantwell Cullen Hydraulic Division Inc.","Cantwell Cullen Hydraulic Division Inc.","Department of National Defence","Ministère de la défense nationale",2009-11-06,2013-10-31,ON,Ontario,Ontario,RISO,OCIR,W3474-09Q239/001/KIN
"Foam Sheets","Feuilles de mousse","Containers, Packaging and Packing Supplies","Emballages - matériaux d'empaquetage et d'emballage",N8135CF,"Norseman Group Ltd.","Norseman Allfoam","Department of National Defence","Ministère de la défense nationale",2010-10-01,2013-09-30,ON,Ontario,Ontario,RISO,OCIR,W3474-11Q003/001/KIN
"Towing Services","Services de remorquage","Other Transport Services","Autres services de transport",V401IB,"Coquitlam Towing & Storage Co. Ltd.","Coquitlam Towing & Storage Co. Ltd.","Department of National Defence","Ministère de la défense nationale",2010-07-01,2013-06-30,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-095595/001/VIC
"Snowmobile & Trailer Rentals","Location de motoneiges et de remorques","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",WR2350A,"Spectra Power Sports Ltd","Spectra Power Sports Ltd","Department of National Defence","Ministère de la défense nationale",2010-03-17,2013-02-28,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-09TN06/001/VAN
"Snowmobile & Trailer Rentals","Location de motoneiges et de remorques","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",WR2350A,"Mudry Enterprises Inc.","Variable rentals","Department of National Defence","Ministère de la défense nationale",2010-03-17,2013-02-28,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-09TN06/002/VAN
"Consultant Services","Services d'experts-conseils","Architect and Engineering Services - Not Related to Construction","Services généraux d'architecture et d'ingénierie - non dans le domaine de la construction",C211D,"Transportation Division, SNC-Lavalin","SNC-Lavalin Inc","Department of National Defence","Ministère de la défense nationale",2011-05-13,2014-05-12,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-100001/001/TPV
Cranes,Grues,"Construction, Mining, Excavating and Highway Maintenance Equipment","Équipements pour construction, mines terrassement et entretien des routes",WR3810,"Eaglewest Truck & Crane Inc","Eaglewest Truck & Crane Inc","Department of National Defence","Ministère de la défense nationale",2012-03-05,2013-03-04,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-10TN02/001/VIC
"Tailoring & Alteration Services","Services d'adaptation et d'altération","Personal Care Services (including Services such as Barber and Beauty Shop, Shoe Repairs, a","Services de soins personnels (y compris les services de barbiers, salons de beauté, cordon",K000E,"Jairadjie Roepa","Jairadjie Roepa","Department of National Defence","Ministère de la défense nationale",2012-02-08,2014-01-31,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-113054/001/VIC
"SAND & GRAVEL","Sable et gravier","Construction and Building Materials","Matériaux de construction et d'entreprises du bâtiment",N5610U,"Kelmor Enterprises Chilliwack ltd.","Kelmor Enterprises Chilliwack ltd.","Department of National Defence","Ministère de la défense nationale",2012-04-01,2014-03-31,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-113133/001/VIC
"FOOD SERVICES - Kamloops","SERVICES D'ALIMENTATION - Kamloops",Subsistence,Vivres,N8970,"Jillian Ward","Jills Cafe and Catering","Department of National Defence","Ministère de la défense nationale",2012-04-25,2013-04-24,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-113292/001/VIC
"FOOD SERVICES - Prince George","SERVICES D'ALIMENTATION - Prince George",Subsistence,Vivres,N8970,"Goode's Catering","Goode's Catering","Department of National Defence","Ministère de la défense nationale",2012-04-25,2013-04-24,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-113292/002/VIC
"Sea / Office Containers","Conteneurs maritimes / servant de bureau","Containers, Packaging and Packing Supplies","Emballages - matériaux d'empaquetage et d'emballage",N8145,"Contain It Mobile Storage LTD","Contain It Mobile Storage LTD","Department of National Defence","Ministère de la défense nationale",2012-10-19,2014-10-31,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-11TN23/001/VIC
"Heavy Equipment, Grass & Snow Removal","Équipment lourd, tonte du gazon et déneigement","Custodial Services","Services de garde",K107DA,"Layne R Benner","Image Earthworks","Department of National Defence","Ministère de la défense nationale",2012-04-01,2015-03-31,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-120004/001/PWY
"Fire Extinguisher Maintenance","Entretien des extincteurs","Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Ma","Matériel de sécurité, de sauvetage et de lutte contre l'incendie, et équipement et matérie",JX4210,"Levitt-Safety Limited","Levitt-Safety Limited","Department of National Defence","Ministère de la défense nationale",2012-12-05,2013-12-14,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-120007/001/VIC
"PORTABLE TOILET RENTAL","LOCATION DE TOILETTES PORTATIVES","Plumbing, Heating, and Sanitation Equipment","Équipement de plomberie, de chauffage et d'hygiène",WR4510AA,"Valley Tank & Container Service Ltd.","Valley Tank & Container Service Ltd.","Department of National Defence","Ministère de la défense nationale",2012-10-01,2014-09-30,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3534-129136/001/VIC
"Meals & Accommodations","Repas et hébergement","Supporting and Auxiliary Transport Services","Services de transport d'appui et auxiliaire",V502CA,"Harvard Park Business Centre Ltd.","Harvard Park Business Centre Ltd.","Department of National Defence","Ministère de la défense nationale",2010-03-10,2013-03-09,AB,Alberta,Alberta,RISO,OCIR,W3537-09P003/001/CAL
"Laundry Services","Services de blanchisserie","Custodial Services","Services de garde",K108B,"Fabric Care Cleaners Ltd","Fabric Care Cleaners Ltd","Department of National Defence","Ministère de la défense nationale",2011-06-01,2013-05-31,AB,Alberta,Alberta,RISO,OCIR,W3537-10P002/001/STN
"Coach Cruiser Bus Rental With Operator","Location d'autocars avec chauffeur","Other Transport Services","Autres services de transport",V401CA,"National Motor Coach Systems Ltd","National Motor Coach Systems Ltd","Department of National Defence","Ministère de la défense nationale",2010-01-20,2013-03-31,AB,Alberta,Alberta,RISO,OCIR,W3537-10P005/001/EDM
"Coach Cruiser Bus Rental With Operator","Location d'autocars avec chauffeur","Other Transport Services","Autres services de transport",V401CA,"654403 Alberta Inc.","Hawk Coach Lines","Department of National Defence","Ministère de la défense nationale",2010-01-18,2013-01-17,AB,Alberta,Alberta,RISO,OCIR,W3537-10P005/002/EDM
"Schoolbus / Activity Rental with Operator","Autobus scolaire / Activité avec chauffeur","Other Transport Services","Autres services de transport",V401CA,"FIRSTCANADA ULC","FIRSTCANADA ULC","Department of National Defence","Ministère de la défense nationale",2010-01-22,2013-03-31,AB,Alberta,Alberta,RISO,OCIR,W3537-10P006/001/EDM
"Schoolbus / Activity Rental with Operator","Autobus scolaire / Activité avec chauffeur","Other Transport Services","Autres services de transport",V401CA,"National Motor Coach Systems Ltd","National Motor Coach Systems Ltd","Department of National Defence","Ministère de la défense nationale",2010-01-22,2013-03-31,AB,Alberta,Alberta,RISO,OCIR,W3537-10P006/002/EDM
"Schoolbus / Activity Rental with Operator","Autobus scolaire / Activité avec chauffeur","Other Transport Services","Autres services de transport",V401CA,"National Motor Coach Systems Ltd","National Motor Coach Systems Ltd","Department of National Defence","Ministère de la défense nationale",2010-01-22,2013-03-31,AB,Alberta,Alberta,RISO,OCIR,W3537-10P006/003/EDM
"Schoolbus / Activity Rental with Operator","Autobus scolaire / Activité avec chauffeur","Other Transport Services","Autres services de transport",V401CA,"Prairie Bus Lines LTD","Prairie Bus Lines LTD","Department of National Defence","Ministère de la défense nationale",2010-03-01,2013-03-31,AB,Alberta,Alberta,RISO,OCIR,W3537-10P006/004/EDM
"Mechanical Maintenance","Maintenance mécanique","Maintenance and Repair Shop Equipment","Équipement d'ateliers de réparations et d'entretien",JX4940,"CONCEPT ELECTRIC LTD.","CONCEPT ELECTRIC LTD.","Department of National Defence","Ministère de la défense nationale",2011-04-01,2013-03-31,AB,Alberta,Alberta,RISO,OCIR,W3537-11E005/001/CAL
"Refrigeration Maintenance","Maintenance du système de réfrigération","Refrigeration, Air Conditioning, and Air Circulating Equipment","Équipements de réfrigération, de conditionnement et de circulation d'air",JX4110,"Gateway Mechanical Services Inc","Gateway Mechanical Services Inc","Department of National Defence","Ministère de la défense nationale",2011-02-09,2013-01-31,AB,Alberta,Alberta,RISO,OCIR,W3537-11E007/001/CAL
"Site Maintenance","Maintenance du site","Custodial Services","Services de garde",K107DA,"Hands On Property Maintenance Cleaning & Construction Ltd.","Hands On Property Maintenance Cleaning & Construction Ltd.","Department of National Defence","Ministère de la défense nationale",2011-07-07,2013-04-30,AB,Alberta,Alberta,RISO,OCIR,W3537-11E013/002/CAL
"GROUNDS MAINTENANCE","Entretien des terrains","Custodial Services","Services de garde",K107A,"A & G Maintenance LTD","A & G Maintenance LTD","Department of National Defence","Ministère de la défense nationale",2012-05-01,2014-03-31,AB,Alberta,Alberta,RISO,OCIR,W3537-11E019/001/CAL
"MANLIFTS / HEATERS","MONTE-HOMMES ET APPAREILS DE CHAUFFAGE","Materiel Handling Equipment","Équipements de levage et de manutention",WR3930,"R.H. MacFarland (1996) Ltd.","R.H. MacFarland (1996) Ltd.","Department of National Defence","Ministère de la défense nationale",2010-06-01,2013-05-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-105889/001/HAL
"NON DESTRUCTIVE TESTING","ESSAI NON DESTRUCTIF","Other Quality Control, Testing, Inspection and Technical Representative Services","Autres services de contrôle de la qualité, d'essais, d'inspection, et de représentants tec",H900A,"TISI CANADA INC.","TISI CANADA INC.","Department of National Defence","Ministère de la défense nationale",2010-06-01,2013-03-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-105892/001/HAL
"NON DESTRUCTIVE TESTING","ESSAI NON DESTRUCTIF","Other Quality Control, Testing, Inspection and Technical Representative Services","Autres services de contrôle de la qualité, d'essais, d'inspection, et de représentants tec",H900A,"TISI Canada","TISI Canada","Department of National Defence","Ministère de la défense nationale",2010-06-01,2013-05-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-105892/002/HAL
"FELEX SUPPORT","SOUTIEN FELEX (Projet de prolongation de la vie de l'équipement des frégates)","Ships, Small Craft, Pontoons, and Floating Docks","Navires, embarcations, pontons et docks flottants",N1990,"Irving Shipbuilding Inc\Les chantiers maritime Irving","Halifax Shipyard","Department of National Defence","Ministère de la défense nationale",2010-06-07,2014-12-31,NS,"Nova Scotia",Nouvelle-Écosse,DISO,OCIM,W3554-115924/001/FX
"MISC. PAINT/PRESERVATION DND","TRAVAUX DIVERS DE PEINTURE ET DE CONSERVATION - MDN","Ships, Small Craft, Pontoons, and Floating Docks","Navires, embarcations, pontons et docks flottants",JX1990I,"Mackinnon & Olding Ltd.","MacKinnon & Olding Ltd.","Department of National Defence","Ministère de la défense nationale",2010-11-01,2013-10-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-115949/001/HAL
"STAGING SCAFFOLDING DND","INSTALLATION D'ÉCHAFAUDAGES - MDN","Prefabricated Structures and Scaffolding","Constructions préfabriqués, structures et échafaudages",N5440B,"Safway Services Canada, Inc.","SAFWAY SERVICES CANADA, INC.","Department of National Defence","Ministère de la défense nationale",2010-11-01,2013-10-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-115950/001/HAL
"MISC. MECHANICAL & HULL REPAIR","DIVERS RÉPARATION DES ÉLÉMENTS MÉCANIQUES ET DES COQUES","Ships, Small Craft, Pontoons, and Floating Docks","Navires, embarcations, pontons et docks flottants",JX1990F,"Canadian Maritime Engineering Ltd.","CANADIAN MARITIME ENGINEERING LIMITED","Department of National Defence","Ministère de la défense nationale",2010-10-01,2013-07-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-115951/001/HAL
"MISCELLANEOUS FIRE FIGHTING EQUIPMENT MAINTENANCE","Entretien des équipements divers de lutte contre les incendies","Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Ma","Matériel de sécurité, de sauvetage et de lutte contre l'incendie, et équipement et matérie",JX4210D,"Don Brenton's Fire Protection","D.R. Brenton Ltd.","Department of National Defence","Ministère de la défense nationale",2011-03-28,2013-07-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-115981/001/HAL
"TECH INVESTIGATIVE/ENGINEERING SERVICES","SERVICES DE SOUTIEN DÉTUDE TECHNIQUE ET DINGÉNIERIE","Architect and Engineering Services - Not Related to Construction","Services généraux d'architecture et d'ingénierie - non dans le domaine de la construction",C216BB,"SNC-Lavalin Inc.","SNC-Lavalin Inc.","Department of National Defence","Ministère de la défense nationale",2012-01-11,2014-01-10,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-115983/001/HAL
"HALON MAINTENANCE SERVICES DND","SERVICES DE MAINTENANCE DU HALON - MDN","Fire Fighting, Rescue, and Safety Equipment; and Environmental Protection Equipment and Ma","Matériel de sécurité, de sauvetage et de lutte contre l'incendie, et équipement et matérie",JX4210,"D & L Engineering Sales Limited","D & L Engineering Sales Limited","Department of National Defence","Ministère de la défense nationale",2011-06-01,2013-05-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-116010/001/HAL
"BLACKWATER SYSTEM FLUSH","SYSTÈME POUR LE RINÇAGE D'EAUX D'ÉGOUT","Ships, Small Craft, Pontoons, and Floating Docks","Navires, embarcations, pontons et docks flottants",JX1990H,"ENVIROSYSTEMS INCORPORATED","Quadra Industrial Services","Department of National Defence","Ministère de la défense nationale",2012-08-15,2015-07-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-126072/001/HAL
"ARTISTIC PAINTING","PEINTURE ARTISTIQUE","Ships, Small Craft, Pontoons, and Floating Docks","Navires, embarcations, pontons et docks flottants",JX1990I,"Garfield (Gary) MacLeod","Garfield (Gary) MacLeod","Department of National Defence","Ministère de la défense nationale",2012-04-20,2013-03-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3554-126073/001/HAL
"READY USE FASTENERS","FIXATIONS PRÊTS À L'EMPLOI","Hardware and Abrasives","Quincaillerie et abrasifs",N5340,"Fastenal Canada, Ltd./Fastenal Canada, Ltée","Fastenal Canada","Department of National Defence","Ministère de la défense nationale",2012-08-28,2015-08-27,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3555-125253/001/VIC
"COVERALL LAUNDRY SERVICES","Services de blanchisserie de combinaisons","Custodial Services","Services de garde",K108A,"Canadian Linen and Uniform Service","Canadian Linen and Uniform Service","Department of National Defence","Ministère de la défense nationale",2011-12-21,2014-11-30,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3555-125387/001/VIC
"Waste Stream Analysis","Analyse de flux de déchets","Environmental Services","Services environnementaux",E107A,"Maxxam Analytics International Corporation","Maxxam Analytics International Corporation","Department of National Defence","Ministère de la défense nationale",2012-12-10,2015-12-31,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3555-125527/001/VIC
"Waste Stream Analysis","Analyse de flux de déchets","Environmental Services","Services environnementaux",E107A,"ALS Canada Ltd.","ALS Environmental","Department of National Defence","Ministère de la défense nationale",2012-12-10,2015-12-31,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3555-125527/002/VIC
"Waste Stream Analysis","Analyse de flux de déchets","Environmental Services","Services environnementaux",E107A,"Exova Canada Inc.","Exova Canada Inc.","Department of National Defence","Ministère de la défense nationale",2012-12-10,2015-12-31,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3555-125527/003/VIC
"GRAIN ABRASIVE PRODUCTS","PRODUITS ABRASIFS À GRAINS","Hardware and Abrasives","Quincaillerie et abrasifs",N5350,"SERVICES DE FINITION DE METAUX LTEE",METALFINI,"Department of National Defence","Ministère de la défense nationale",2011-01-18,2013-01-18,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W355B-100658/001/HAL
"PAINT REMOVAL CRYSTALS","CRISTAUX DE DÉCAPAGE","Brushes, Paints, Sealers, and Adhesives","Brosses, peintures,produits d'étanchéité et adhésifs",N8010N,"Acklands - Grainger Inc.","ACKLANDS-GRAINGER INC.","Department of National Defence","Ministère de la défense nationale",2011-07-11,2013-07-11,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W355B-100661/001/HAL
"PAINT STRIPPER","DÉCAPANT POUR PEINTURE","Brushes, Paints, Sealers, and Adhesives","Brosses, peintures,produits d'étanchéité et adhésifs",N8010,"Oakite Canada Limited","Chemetall Oakite","Department of National Defence","Ministère de la défense nationale",2011-05-13,2013-05-12,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W355B-100724/001/HAL
"HOSE/FITTING/CRIMPING MACHINE","Raccords pour tuyaux souples/raccords/machine à sertir","Pipe, Tubing, Hose and Fittings","Conduites, tubes, tuyaux et raccords",N4730,"Goodall Rubber Company of Canada ULC","Goodall Rubber Company of Canada ULC","Department of National Defence","Ministère de la défense nationale",2012-04-01,2014-03-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W355B-121182/001/HAL
"PMESS for C4ISR Projects.","Services de gestion de projet et d'ingénierie pour les projets C4ISR","Administrative and Management Support Services","Services de soutien administratif et de soutien à la gestion",R123AH,"MacDonald, Dettwiler and Associates Ltd.","MacDonald, Dettwiler and Associates Ltd.","Department of National Defence","Ministère de la défense nationale",2006-03-10,2109-03-31,NC,"National Capital Region","Region de Capitale Nationale",SA,AMA,W3628-05AB21/004/QC
"WINDSHIELD REPAIR, REPLACEMENT","RÉPARATION ET REMPLACEMENT DES PARE-BRISE","Vehicular Equipment Components","Composants et accessoires de véhicules",JX2510G,"956158 ONTARIO INC","KELLY'S GLASS","Department of National Defence","Ministère de la défense nationale",2009-12-03,2013-11-30,ON,Ontario,Ontario,RISO,OCIR,W3699-091127/001/TNB
"Catering Services","Services de traiteur","Custodial Services","Services de garde",K102B,"Compass Group Canada (Beaver) Ltd.","Compass Group Canada (Beaver) Ltd.","Department of National Defence","Ministère de la défense nationale",2010-07-20,2013-07-31,FD,Foreign,Foreign,RISO,OCIR,W3699-101128/001/TOR
"Catering Services","Services de traiteur","Custodial Services","Services de garde",K102B,"Compass Group Canada (Beaver) Ltd.","Compass Group Canada (Beaver) Ltd.","Department of National Defence","Ministère de la défense nationale",2010-07-20,2013-07-31,ON,Ontario,Ontario,RISO,OCIR,W3699-101128/001/TOR
"AUTOBODY REPAIR","RÉPARATION DE CARROSSERIES","Vehicular Equipment Components","Composants et accessoires de véhicules",JX2510H,"WILLIAM PERRIN'S AUTO BODY LTD.","WILLIAM PERRIN'S AUTO BODY LTD.","Department of National Defence","Ministère de la défense nationale",2011-12-01,2013-11-30,ON,Ontario,Ontario,RISO,OCIR,W3699-1104RB/001/TNB
"SNOWMOBILE & ATV'S MAINTENANCE","MAINTENANCE DES MOTONEIGES ET DES VÉHICULES DE TRANSFERT AUTOMATIQUE","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",JX2350B,"Gary Smith","G & S Performance","Department of National Defence","Ministère de la défense nationale",2011-05-01,2014-04-30,ON,Ontario,Ontario,RISO,OCIR,W3699-111626/001/TNB
"PRINTING SERVICES","SERVICES D'IMPRESSION","Communication, Photographic, Mapping, Printing and Publication Services","Services de communication, de photographie, de cartographie, d'impression, et de publication",T099J,"The Data Group of Companies","The Data Group of Companies","Department of National Defence","Ministère de la défense nationale",2011-06-08,2013-06-09,ON,Ontario,Ontario,RISO,OCIR,W3699-111628/001/TNB
"PORTABLE TOILET RENTAL","LOCATION DE TOILETTES PORTATIVES","Plumbing, Heating, and Sanitation Equipment","Équipement de plomberie, de chauffage et d'hygiène",WR4510AA,"Herby Enterprises Limited","Herby Enterprises Limited","Department of National Defence","Ministère de la défense nationale",2011-03-15,2014-02-28,ON,Ontario,Ontario,RISO,OCIR,W3699-111630/001/TNB
"TAILORING SERVICES","Services d?adaptation","Personal Care Services (including Services such as Barber and Beauty Shop, Shoe Repairs, a","Services de soins personnels (y compris les services de barbiers, salons de beauté, cordon",K000E,"Patti Serson","Inservus Management Systems","Department of National Defence","Ministère de la défense nationale",2011-09-01,2013-08-31,NA,National,Nationale,RISO,OCIR,W3699-112780/001/TNB
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"A. J. Bus Lines Limited","A. J. Bus Lines Limited","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-05,FD,Foreign,Foreign,RISO,OCIR,W3699-11TN11/001/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"A. J. Bus Lines Limited","A. J. Bus Lines Limited","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-05,ON,Ontario,Ontario,RISO,OCIR,W3699-11TN11/001/TOR
